"duration","ResponseId","age","gender","race","edu","attention_check","pids_1","pids_2","pids_3","pids_4","ideology","interest","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
561,"R_2TAvVvFaOJCmelj",37,1,6,3,2,6,6,6,4,5,3,52,26,53,35,29,51,27,8,0,4,4,4,4,3,4,4,4,1,4,4,4,4,4,3,2,5,4,2,1,"Republican","ANXW"
1265,"R_oZd6hRf5bLTEGhb",59,1,6,3,2,4,6,6,4,5,6,73,73,72,74,85,54,51,64,0,6,6,6,5,7,7,7,5,5,5,4,4,4,3,1,1,1,4,1,1,"Democrat","ControlW"
538,"R_2wmNALTgU8sHfHZ",70,1,6,3,2,7,6,7,5,10,7,100,0,87,0,19,100,54,0,0,2,2,2,2,7,7,7,4,1,2,7,3,4,2,3,4,4,3,4,1,"Republican","ANXW"
731,"R_1f1b9lo8PiQmSnA",54,0,4,3,2,6,6,6,4,5,6,51,100,51,100,100,60,100,61,0,6,6,6,6,4,4,4,6,2,4,6,6,1,1,1,1,1,1,2,1,"Democrat","ControlW"
1161,"R_Anxtt3BIq9Q2nLj",76,1,6,3,2,7,4,7,5,4,6,27,68,13,68,69,51,51,82,0,4,4,4,3,4,6,4,5,2,3,3,4,3,1,1,2,1,1,2,1,"Democrat","ANXW"
873,"R_3fkRT4oNFr2bTR6",91,1,6,3,2,4,4,6,2,5,4,40,62,41,41,59,59,62,79,13,4,4,5,4,6,6,6,7,5,5,6,6,3,5,1,1,1,5,1,1,"Democrat","ANXW"
970,"R_1g09sOA7zu3UlWJ",49,1,6,3,2,4,4,4,4,5,4,51,51,51,51,51,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"Republican","ANXW"
1239,"R_25XwI8w2rChMrZm",49,1,6,3,2,6,5,6,4,8,4,0,100,0,100,88,43,45,95,0,1,1,1,1,1,3,2,4,4,6,3,2,3,4,3,4,2,4,2,1,"Democrat","ANXW"
599,"R_2c8jKxmCvteLzFo",68,1,6,3,2,5,5,5,5,2,5,10,90,0,84,84,19,67,74,0,3,3,3,4,4,4,4,2,2,3,6,4,3,4,2,2,4,3,2,2,"Democrat","HappyW"
804,"R_3Eo6NAAuTC7qKyP",64,1,6,3,2,6,6,6,6,2,6,30,81,20,78,80,31,55,55,0,5,5,5,5,4,5,5,5,4,5,4,3,3,3,3,3,2,3,2,1,"Democrat","ControlW"
1030,"R_3CPcKWjcSeLqzRG",74,0,6,3,2,6,6,6,1,5,4,25,100,0,100,58,51,94,8,0,4,4,2,2,4,4,4,3,3,3,7,5,5,2,1,3,1,4,1,3,"Democrat","ControlW"
1959,"R_3e8m6RaLY5K3uuh",62,1,4,3,2,7,7,7,5,5,4,0,92,0,90,78,40,100,81,0,4,3,4,3,1,1,1,1,1,1,7,7,7,1,1,1,5,5,1,1,"Democrat","ControlW"
584,"R_3kptexskClUPV6a",65,1,6,3,2,6,5,6,3,6,3,68,40,78,22,9,61,75,51,10,4,3,4,1,4,4,4,4,5,3,6,4,4,4,2,3,4,1,2,1,"Republican","ControlW"
665,"R_1QbJlVdgF6ygAXw",65,0,6,3,2,6,6,6,1,3,4,1,80,1,62,63,35,2,2,0,4,2,2,2,4,4,4,3,2,4,6,6,6,2,1,2,1,3,2,1,"Democrat","ANGW"
457,"R_9uCpLidn8Jj3a9j",36,1,6,3,2,4,4,4,4,5,2,90,50,90,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,7,7,7,4,4,5,3,3,4,1,"Republican","ANGW"
490,"R_1k20biAJlAfTD6m",75,1,6,3,2,6,6,6,4,10,7,37,36,62,57,69,40,65,59,28,4,5,5,4,5,5,5,4,5,6,5,4,5,4,4,4,3,3,4,1,"Republican","ANXW"
501,"R_1IF6LdA5C6sgct1",21,1,4,7,2,4,3,6,5,8,4,14,85,4,95,58,38,89,3,21,5,6,7,5,4,6,3,7,6,4,6,5,5,3,4,3,4,4,5,1,"Democrat","HappyW"
559,"R_2bHmmJG9z8Qz5Uu",68,1,6,3,2,7,6,7,4,7,7,100,17,100,0,6,100,24,10,0,5,5,5,2,7,7,7,4,4,2,6,6,1,5,3,1,5,4,1,1,"Republican","ANXW"
755,"R_QiycTbEFA1XoUG5",70,1,6,3,2,6,5,5,7,6,7,66,41,61,36,40,60,56,37,0,5,5,5,5,5,7,6,5,3,5,5,4,3,1,1,1,2,1,1,1,"Republican","HappyW"
493,"R_2ah8obZDEBAuxz5",66,1,6,3,2,6,2,6,2,1,6,12,88,11,86,92,38,70,47,0,2,2,2,2,3,5,5,5,2,3,7,5,5,2,1,1,1,1,1,1,"Democrat","HappyW"
691,"R_2VvH5WX49ORpU84",66,1,4,3,2,7,6,7,6,5,4,34,94,42,90,64,61,84,85,29,3,4,4,3,4,4,4,4,4,4,5,5,5,3,2,4,2,4,4,3,"Democrat","ANGW"
1081,"R_3qO3SJJ4Ux1AZui",76,1,6,2,2,6,7,7,5,10,7,100,50,100,0,0,100,50,0,0,3,3,4,4,7,7,7,4,4,4,4,4,4,4,5,2,5,4,2,1,"Republican","ANXW"
405,"R_vODQdLBsQe6na5r",68,0,6,3,2,5,5,5,3,7,2,62,30,59,24,32,65,36,51,25,5,5,5,5,6,5,5,5,5,5,3,3,3,4,2,1,3,2,1,2,"Republican","ANGW"
1350,"R_1r7I0YhufRXSVqc",70,1,6,3,2,5,4,5,2,5,4,41,62,42,67,51,57,60,51,0,4,3,4,4,7,7,7,4,4,4,4,4,4,2,2,3,1,2,3,1,"Democrat","HappyW"
588,"R_2YbmLLyKkzmETmG",25,1,6,6,2,4,4,5,2,5,7,54,51,51,54,77,40,55,51,53,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"Democrat","ANGW"
384,"R_Acg0VDT8vOK6s37",40,0,6,3,2,7,4,7,4,2,1,5,81,10,100,82,10,82,40,0,2,2,3,4,5,5,5,5,3,3,7,6,5,3,2,3,1,3,3,1,"Democrat","ControlW"
738,"R_2S0PipRjswMWaco",66,1,6,3,2,6,5,6,3,5,4,57,5,67,6,51,51,30,5,3,2,2,3,2,6,6,6,4,3,3,4,5,3,4,4,2,2,4,2,2,"Republican","HappyW"
891,"R_2zl11O63l2aEaa9",40,1,6,3,2,6,6,6,1,5,4,50,50,20,75,75,50,75,75,0,5,5,5,6,7,7,7,5,3,5,6,4,4,4,1,2,1,4,2,1,"Democrat","HappyW"
757,"R_3nNUSzJTcExaDT5",36,1,6,3,2,4,4,4,4,5,2,90,50,90,50,50,50,50,50,50,2,2,2,2,4,4,4,2,2,2,6,6,6,4,4,4,4,4,4,1,"Republican","HappyW"
621,"R_3j9HOytmQOPnMjJ",61,1,6,3,2,7,6,7,3,8,2,82,51,91,51,50,83,71,58,10,5,5,5,5,6,6,6,5,5,5,2,2,2,3,2,2,2,3,1,1,"Republican","ControlW"
496,"R_1Ea2vHqTvwFSOBH",57,1,6,3,2,6,6,4,1,5,4,67,23,61,31,60,28,38,36,22,1,1,2,2,3,4,4,3,1,2,7,6,7,1,1,1,1,3,1,1,"Republican","ANGW"
1035,"R_2xXAZLUXpapm9wE",59,0,4,3,2,6,6,6,6,8,3,0,100,1,99,92,0,68,41,0,1,1,1,1,7,7,7,1,1,1,1,1,1,3,3,1,3,3,3,1,"Democrat","ControlW"
1353,"R_1pWi0U8lu8S05SC",75,1,6,3,2,7,6,7,6,10,7,100,18,100,1,19,100,15,10,2,3,3,3,3,7,7,7,2,2,2,2,2,2,5,5,4,5,4,3,1,"Republican","ControlW"
521,"R_23dIBjc8PQjgHey",69,0,5,2,2,7,7,7,6,8,4,21,100,29,100,53,54,73,62,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,1,"Democrat","ANXW"
697,"R_25LRqKa27DR64nS",71,1,6,3,2,7,6,6,5,8,5,100,0,90,0,0,10,0,0,0,2,2,2,2,1,2,4,2,1,2,6,6,7,5,4,3,4,4,3,1,"Republican","HappyW"
1685,"R_3nPNM37wx25AUFI",78,1,6,3,2,5,3,4,3,5,5,60,50,75,65,40,70,60,55,9,4,3,4,3,6,6,6,4,4,4,4,3,3,4,4,4,4,4,3,2,"Democrat","HappyW"
594,"R_C9szIiJlAH1x2WB",81,1,6,3,2,5,3,4,3,5,1,44,39,65,51,50,38,76,78,0,3,3,3,3,4,6,6,5,5,5,3,3,3,4,4,3,2,3,2,2,"Republican","HappyW"
709,"R_OpNtWS8xilisBK9",58,1,6,3,2,4,5,5,1,9,2,66,50,82,15,51,51,51,14,0,4,4,4,4,5,5,5,4,4,4,4,4,4,3,2,2,4,4,1,1,"Republican","HappyW"
959,"R_2UVeyqO0UNkRsOT",60,1,6,3,2,4,6,4,1,6,2,50,50,60,50,45,60,80,50,0,2,2,5,5,7,7,7,6,3,2,2,4,2,2,1,1,2,4,2,1,"Republican","ANGW"
931,"R_3PoA642fYLu0y75",44,1,6,5,2,5,5,5,4,5,5,48,100,45,82,47,67,91,87,0,1,3,3,3,4,7,4,5,2,1,7,6,4,3,2,2,1,4,1,1,"Democrat","ANXW"
724,"R_1DBX0PeOEDQnOB6",81,0,6,3,2,4,4,4,4,5,2,30,30,34,61,30,29,17,34,18,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,"Democrat","ANXW"
443,"R_3NE4H7Ncx7D1saj",59,1,6,3,2,7,7,7,4,10,6,100,0,100,0,0,0,0,52,0,2,2,2,2,4,4,4,2,2,2,6,6,6,2,1,3,4,2,2,1,"Republican","ANGW"
502,"R_3fOYRCFIaTVhvba",31,1,6,3,2,5,5,5,6,8,6,82,18,82,0,1,83,85,27,0,1,1,1,1,4,4,4,2,2,1,6,6,6,4,3,1,4,3,1,1,"Republican","HappyW"
426,"R_6kQz5HCHYd2ppbr",70,1,6,3,2,7,7,7,7,6,4,82,17,82,12,19,60,47,5,15,1,4,4,4,6,5,5,4,2,2,2,4,4,4,5,4,2,4,3,2,"Republican","ControlW"
854,"R_3D0D0OrGDjXYbDP",61,1,6,3,2,7,7,7,7,10,6,8,100,2,99,100,100,100,74,1,1,1,1,1,1,1,1,1,1,1,7,7,7,3,1,5,1,5,4,4,"Democrat","ControlW"
1765,"R_3qJNGroIqyhljNm",76,1,6,3,2,7,6,7,4,5,4,100,0,100,0,34,100,51,41,0,1,1,3,4,7,7,7,3,1,1,1,3,4,2,4,2,4,2,1,1,"Republican","ANGW"
1673,"R_24GHvEV4aOQCLOj",75,1,6,3,2,3,3,4,1,5,4,72,57,73,45,51,72,81,28,1,6,6,6,6,7,7,7,4,4,6,4,4,2,1,1,1,1,1,2,3,"Republican","ControlW"
1335,"R_r2UWFr6lyd9pmIV",41,1,6,3,2,7,4,7,7,5,5,99,51,91,31,56,73,53,26,52,6,6,6,6,7,7,7,5,4,7,7,4,5,3,1,3,2,3,3,1,"Republican","ANGW"
711,"R_3scqqP5Bm8yr0mr",59,1,6,3,2,6,4,6,5,6,2,49,66,43,59,51,51,81,34,17,4,5,5,4,6,6,6,6,3,6,3,5,4,4,1,4,2,1,2,1,"Democrat","HappyW"
720,"R_3PRgWg4nj6493gh",76,0,6,3,2,6,3,5,4,8,7,90,40,90,10,17,70,70,20,0,4,4,5,4,5,2,4,6,3,6,6,5,4,1,1,1,2,1,1,1,"Republican","ANXW"
937,"R_28TVPETC5O58KBG",68,1,6,2,2,6,6,6,5,5,4,70,41,70,23,51,78,59,51,3,4,4,4,4,4,5,4,4,3,4,6,5,5,2,3,2,3,4,1,2,"Republican","ANXW"
862,"R_O44dqPnrb34Wlbj",68,1,6,3,2,7,5,6,5,9,7,50,83,44,87,69,72,59,51,54,5,4,5,4,7,7,7,4,3,4,5,4,3,2,1,1,1,2,1,4,"Democrat","HappyW"
1507,"R_1dB2pKy6HBoPllj",61,1,6,3,2,7,7,7,1,3,1,0,93,0,89,81,23,41,62,0,1,1,4,1,4,4,4,4,1,1,7,7,1,1,1,5,1,3,1,1,"Democrat","ControlW"
1448,"R_2Cv5t0FMC1mDypS",57,0,6,3,2,4,4,4,4,1,1,0,99,1,98,2,39,0,26,1,1,1,1,1,4,4,4,1,1,1,4,7,7,3,2,3,4,3,2,1,"Democrat","ControlW"
546,"R_9RcQUK1W0I7VbcB",74,1,6,3,2,7,7,7,4,10,7,100,0,100,0,1,95,91,72,0,5,1,5,1,1,1,1,5,2,2,2,2,2,1,1,1,3,3,1,3,"Republican","ANXW"
513,"R_T7oQLpsE4SFL08p",57,1,6,3,2,7,4,7,3,1,3,52,86,51,82,81,40,81,75,0,4,4,4,4,6,6,6,5,3,4,4,4,4,3,1,2,1,3,2,3,"Democrat","ControlW"
379,"R_1NeN3scwcKEHmDp",53,1,6,3,2,4,4,4,4,6,7,100,0,100,0,100,100,0,100,0,4,4,4,4,7,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,"Republican","ControlW"
451,"R_3lrB2bdStMtjrGq",35,1,6,3,2,7,5,7,6,0,7,0,90,0,90,90,0,50,100,0,1,1,1,1,3,3,3,1,1,1,7,7,7,1,1,1,1,1,1,1,"Democrat","HappyW"
1548,"R_10DjlsIPpAc5Wev",75,1,5,3,2,7,7,7,4,10,7,0,100,20,99,28,85,70,85,0,4,4,4,3,6,7,7,5,6,4,5,5,4,3,2,3,3,4,3,5,"Democrat","ANGW"
292,"R_10rstpVADyxRGHM",34,0,5,6,2,6,6,6,6,10,4,59,63,61,56,59,58,75,0,60,7,7,7,7,7,7,7,7,7,7,1,1,4,5,4,3,5,4,1,3,"Democrat","ControlW"
605,"R_5118eq7zZypBo0p",76,1,6,3,2,6,6,6,5,9,7,92,41,91,40,41,93,65,51,0,3,4,4,3,6,6,6,5,3,4,5,4,4,1,1,1,1,1,1,1,"Republican","ANGW"
512,"R_8jPvFTZMSWgew0h",80,1,6,3,2,4,4,4,3,6,3,70,24,74,20,26,69,40,23,24,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,3,"Republican","ControlW"
548,"R_2Xb8nhCxwUeWdeI",84,0,6,3,2,5,5,6,4,5,4,68,25,70,38,28,65,51,68,0,4,4,4,3,5,6,6,4,3,4,4,5,4,2,4,1,2,2,1,2,"Republican","ANXW"
649,"R_2Pd6yjP3Yrs7oKM",66,1,6,5,2,5,5,5,3,5,4,65,51,75,40,30,30,51,40,0,3,3,6,5,7,7,7,5,3,3,5,5,3,2,2,4,2,2,3,1,"Republican","HappyW"
455,"R_1rdG5PYksyUxqOb",72,1,6,3,2,4,5,6,4,5,1,43,59,42,79,51,51,51,67,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,1,3,2,1,"Democrat","ANXW"
825,"R_3fuGJFISV4uMLrn",57,1,6,3,2,7,6,7,6,5,6,88,19,100,20,51,49,24,49,51,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,1,4,3,1,"Republican","HappyW"
859,"R_01grGOlima6FVpn",85,1,6,3,2,7,4,6,5,4,4,5,94,4,89,59,34,96,90,0,4,4,4,2,6,6,6,3,2,4,6,7,4,4,1,1,1,5,1,4,"Democrat","ANGW"
471,"R_26lmYOdhloifVfA",49,1,6,3,2,5,5,5,4,5,4,58,73,60,75,60,51,48,51,51,4,4,5,4,5,4,5,4,4,4,3,4,3,3,3,4,2,3,3,2,"Democrat","ANXW"
856,"R_72pwxvi5urGoMO5",45,1,6,2,2,7,3,7,7,0,7,3,96,14,91,74,63,30,82,9,1,2,2,2,1,2,1,3,4,5,4,2,1,4,2,4,1,5,4,1,"Democrat","ANGW"
2056,"R_2QVRXFie1UjT8NO",68,1,6,2,2,7,7,7,7,10,4,97,4,95,0,4,99,1,1,3,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Republican","ControlW"
525,"R_vN28EJysLg8ugZb",57,0,6,3,2,6,6,6,5,7,6,84,36,82,35,35,76,44,43,0,3,3,3,4,5,5,5,5,5,5,4,3,3,3,3,2,2,2,1,1,"Republican","ControlW"
506,"R_3Ksvxq8oJtSa0Mh",70,1,6,3,2,7,7,7,4,10,4,100,0,100,0,13,100,0,0,0,4,4,4,6,4,4,4,2,1,4,6,1,1,5,4,5,5,4,4,4,"Republican","ANXW"
379,"R_2wtSYQuSdiLc0fO",60,1,6,3,2,6,6,6,6,9,7,93,8,95,8,58,84,35,62,1,4,3,3,4,5,4,4,5,3,4,6,6,5,2,3,4,5,4,4,1,"Republican","HappyW"
621,"R_57KilF5A8GNs7KN",72,1,6,4,2,7,6,7,7,10,7,91,0,81,0,0,100,51,22,0,2,2,2,2,3,4,3,5,2,3,7,6,5,4,4,2,5,4,2,1,"Republican","HappyW"
589,"R_1hYI1yj4M6xRdij",31,1,6,3,2,7,1,6,6,5,4,41,93,14,100,91,67,100,14,0,1,1,1,5,3,2,3,5,1,1,7,7,6,1,1,1,1,5,1,1,"Democrat","ControlW"
581,"R_27fHaknSVk2V0DZ",63,0,6,3,2,1,1,1,1,5,2,51,62,38,62,51,62,68,63,26,4,4,4,4,4,4,4,5,5,4,5,4,4,1,1,1,1,1,1,1,"Republican","ANXW"
421,"R_eCWOKVVstvW4S6R",42,0,6,3,2,6,4,4,4,9,5,84,12,88,0,0,82,51,7,0,2,1,1,3,4,3,5,3,1,1,7,6,5,3,3,1,2,1,1,1,"Republican","HappyW"
441,"R_3KT4RV78C87D3Yg",20,1,6,3,2,7,6,7,5,0,6,10,100,4,100,95,24,88,96,0,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,"Democrat","ANXW"
920,"R_25zPqjLSqMJOqJs",56,1,6,3,2,6,4,7,4,5,3,36,62,23,71,51,51,51,51,0,2,1,2,1,5,5,5,4,2,4,6,4,4,3,1,4,2,4,1,1,"Democrat","ControlW"
328,"R_1qWhx81Zitupjt6",62,1,6,3,2,6,6,7,4,9,6,78,51,90,51,51,88,51,38,4,5,5,5,6,6,6,6,4,3,4,5,4,5,4,2,1,3,4,2,2,"Republican","HappyW"
519,"R_2c6kMFjAZyksayk",77,1,6,3,2,5,4,4,4,6,4,66,48,70,37,35,71,27,50,48,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,3,2,3,"Republican","ANXW"
449,"R_26hZwipovdlQ4o7",30,0,6,3,2,4,4,5,4,5,7,51,51,51,51,51,51,51,51,0,7,7,7,7,7,7,7,7,4,7,4,1,1,4,3,2,3,3,1,1,"Republican","ControlW"
1577,"R_3htMuaJdBtTN6ai",72,1,6,3,2,7,7,7,4,7,3,100,20,95,27,33,100,27,7,0,5,3,5,4,4,5,5,5,2,5,4,5,4,4,4,3,2,4,3,2,"Republican","ANGW"
1079,"R_1EbO5gD9F3RTroM",61,1,6,4,2,7,5,7,4,5,7,0,100,0,100,82,27,91,91,0,2,2,4,1,4,6,4,4,1,3,4,6,5,3,1,1,1,2,1,3,"Democrat","ANXW"
327,"R_2AXbRRIkY3Sh0tf",69,1,6,3,2,3,4,4,3,5,1,51,51,51,51,66,51,68,65,20,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,2,2,"Republican","ANXW"
593,"R_20iHooGCIaUms9P",74,0,6,3,2,7,5,7,7,0,4,4,91,6,88,54,29,50,51,14,1,1,1,1,4,4,4,4,3,3,5,5,5,3,1,1,1,1,1,1,"Democrat","ANXW"
624,"R_1CINYybtvEnwBlY",75,1,6,3,2,3,4,4,4,5,4,49,51,50,50,53,55,50,51,41,4,4,5,4,4,4,4,5,4,4,5,4,4,3,4,2,2,2,3,2,"Democrat","ControlW"
779,"R_2AZLr56wl5LA5ZH",58,0,5,3,2,6,5,6,5,9,7,100,6,100,8,95,5,0,72,2,3,3,3,3,3,3,4,2,2,2,6,6,2,5,2,3,1,3,4,1,"Republican","ANGW"
580,"R_b8xb4MfIuBWtVbX",63,1,6,3,2,2,2,3,1,9,4,68,49,74,41,37,70,52,23,18,3,3,3,3,5,5,5,5,3,4,5,5,2,2,4,4,2,3,4,1,"Republican","ANXW"
520,"R_a4QZjuCCY6hsgYF",74,0,6,4,2,7,7,7,7,0,4,8,97,9,99,97,30,90,92,2,2,2,2,2,6,6,6,6,5,4,4,4,4,1,1,1,1,1,1,3,"Democrat","ANGW"
736,"R_24OCN96j2aLWSB9",79,1,6,3,2,6,5,4,3,5,4,51,52,51,52,53,53,53,51,21,4,4,4,4,7,7,6,4,4,4,4,4,4,4,3,2,1,4,2,1,"Democrat","ANGW"
1091,"R_1g5yns7qfPgcTCq",71,1,6,3,2,6,6,6,6,8,5,75,10,75,10,10,75,50,80,0,1,1,1,1,4,7,7,3,1,2,7,5,7,4,2,1,1,3,1,1,"Republican","HappyW"
336,"R_OOLSElTjF3xbNzb",61,1,6,3,2,6,5,7,3,6,4,66,33,88,1,41,60,26,42,26,2,2,2,2,4,4,4,4,1,3,6,6,3,4,4,2,2,3,2,1,"Republican","ANGW"
502,"R_2vjMzHYpHYbhSn2",60,1,6,3,2,5,3,4,4,7,5,82,7,73,6,8,62,63,71,0,3,3,2,3,6,6,6,4,2,3,5,5,4,4,3,2,4,3,2,2,"Republican","ANGW"
2384,"R_3Rq1bNQdpicMJog",76,0,6,3,2,7,7,7,7,10,7,100,0,84,0,1,100,27,51,1,2,1,3,6,4,4,4,1,1,1,7,7,6,2,2,1,5,3,1,1,"Republican","ANGW"
2799,"R_3oHLyyONURqO3xo",45,0,4,3,2,5,5,5,2,3,4,29,61,29,80,71,30,8,1,0,3,3,3,3,4,3,4,3,4,3,4,3,2,3,3,3,3,3,4,1,"Democrat","ANXW"
839,"R_2WZ6pX0CS6YT0CT",45,0,6,3,2,6,6,6,5,8,3,100,0,100,0,47,44,0,13,0,1,1,1,1,5,5,5,2,2,2,6,6,6,4,4,4,4,4,3,1,"Republican","ANGW"
563,"R_10NlqRhu43heeKY",77,0,6,3,2,5,5,4,2,5,2,50,50,50,50,50,50,50,50,0,6,5,6,6,7,7,7,5,4,5,4,3,3,2,3,2,2,1,1,1,"Republican","HappyW"
919,"R_2QuOmNMmyp7hwGd",80,1,6,3,2,6,5,6,5,8,6,60,40,59,43,40,58,60,19,48,5,5,5,5,6,6,6,5,3,5,5,5,3,2,2,2,2,2,2,2,"Republican","HappyW"
3413,"R_pR75oxeEsoHdek9",71,1,6,2,2,5,5,5,4,7,1,75,0,74,0,39,43,0,41,0,1,1,1,4,4,4,4,3,1,1,4,5,5,4,3,3,3,4,3,4,"Republican","ANGW"
370,"R_SAW1rLxvZZgLvKp",34,1,6,3,2,5,4,4,4,6,4,90,80,98,93,98,91,86,91,89,4,4,3,4,7,6,7,5,4,7,1,1,1,4,2,3,4,4,4,1,"Democrat","HappyW"
716,"R_2TQUOcwqbhOpUYS",53,0,6,4,2,7,7,7,1,10,7,100,50,100,0,0,100,100,100,0,7,7,7,7,7,7,7,6,6,6,2,2,2,1,1,1,1,1,1,1,"Republican","ANXW"
593,"R_1rrIc09qIPk0Ayr",74,1,6,3,2,7,7,7,6,0,7,8,100,4,100,94,18,100,88,0,6,5,5,5,6,7,6,3,1,5,6,2,2,1,1,1,1,1,1,1,"Democrat","ControlW"
776,"R_2VqBPAaMxrVNyEQ",71,1,6,3,2,7,7,7,4,5,7,100,0,100,0,0,100,25,50,0,2,1,4,4,4,7,7,5,2,4,5,4,4,4,3,3,3,4,3,1,"Republican","ANGW"
863,"R_3exf3qypEYXD9nC",70,1,6,3,2,6,6,6,4,8,6,80,10,80,10,0,80,60,60,0,4,4,4,2,7,7,7,4,1,4,5,5,4,1,2,1,3,1,1,1,"Republican","ControlW"
1107,"R_3MlCI8Q7QOSaviY",63,1,6,3,2,5,1,1,1,6,4,80,81,0,0,80,80,81,81,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,5,2,1,"Republican","ControlW"
406,"R_1kHREDB8Yqufj2p",74,1,6,3,2,4,4,4,2,6,4,53,64,55,63,52,56,53,73,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","ANXW"
945,"R_2B8oJ0HuLRfka5a",71,0,6,3,2,6,7,7,4,10,7,86,46,89,100,41,95,46,46,14,4,4,4,4,5,5,5,4,2,4,5,4,5,3,2,1,3,1,1,1,"Republican","ControlW"
670,"R_3Jq60sg9f68XGhb",61,1,6,3,2,7,7,7,7,10,5,100,0,100,0,0,100,0,10,0,1,1,1,1,3,4,3,1,1,1,7,7,7,5,4,1,5,1,1,1,"Republican","ANXW"
567,"R_3lQc0zbmL8DTx9G",64,1,6,3,2,1,1,1,1,5,2,96,10,94,8,73,61,10,71,0,6,6,6,6,7,7,7,6,6,6,3,2,2,3,1,1,3,3,1,2,"Democrat","ControlW"
235,"R_3MsOPZpSKDSQb9T",38,0,6,3,2,7,6,5,4,9,6,89,59,69,72,88,51,82,75,95,7,6,6,5,5,6,4,7,7,5,6,7,6,3,3,4,5,4,4,1,"Republican","ControlW"
2081,"R_24nOtss7c39u4zP",65,1,5,3,2,7,6,7,4,10,6,2,100,0,100,19,100,75,50,0,1,1,1,1,4,4,4,2,1,1,7,7,6,5,1,3,1,3,2,3,"Democrat","ControlW"
3090,"R_2XjP1pV79jc61AQ",61,1,4,3,2,1,6,1,2,3,4,6,97,5,97,71,10,60,86,3,4,4,4,3,5,5,5,4,2,4,6,5,5,4,1,2,2,2,2,3,"Democrat","ANGW"
454,"R_2qeMmjgr0XP9xAE",69,1,6,3,2,7,7,7,7,10,4,90,18,93,15,6,100,71,15,15,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,1,1,4,1,1,"Republican","HappyW"
676,"R_1geCFEN6ssugGLf",60,1,6,3,2,6,5,6,6,0,2,91,10,90,10,21,81,47,44,0,2,1,5,2,6,6,6,2,4,3,7,7,2,5,4,2,4,4,4,1,"Republican","ControlW"
1713,"R_2TvlxcZ71npht08",75,1,6,3,2,5,3,4,2,5,4,85,42,62,36,20,67,29,31,20,5,7,5,5,6,6,6,5,6,5,4,3,3,4,3,2,3,3,2,1,"Democrat","ANGW"
612,"R_2xwTJxpTUA7pwU7",74,0,6,3,2,6,5,5,2,6,7,90,1,100,0,7,86,30,26,0,5,3,5,3,6,6,6,3,2,4,4,5,5,1,3,1,4,2,1,1,"Republican","ControlW"
1784,"R_a8WoS6s69IYw0wx",68,0,6,3,2,6,6,6,4,8,5,74,46,78,32,38,71,13,49,1,4,4,4,2,5,5,6,4,4,4,4,5,5,4,4,3,3,4,2,1,"Republican","ANGW"
617,"R_1ImltbgITCSxYHK",59,1,6,3,2,5,7,7,3,2,6,8,87,0,86,86,0,84,78,0,4,4,3,3,5,5,5,4,1,4,6,5,4,1,1,2,1,2,3,1,"Democrat","ANGW"
425,"R_1jMMb00h66Zj6KI",53,0,6,3,2,4,3,4,3,5,7,46,61,22,61,58,43,32,18,6,4,4,4,5,6,6,6,5,4,4,5,5,4,2,2,2,2,4,3,1,"Democrat","HappyW"
537,"R_1HQmDCzr9Rbjvjj",58,1,6,3,2,5,3,4,4,5,4,58,59,55,68,48,51,52,48,0,4,4,5,5,6,7,6,6,5,5,3,3,3,3,1,2,1,1,1,1,"Democrat","ANXW"
225,"R_2VmEzvqiZohuXN0",46,0,6,3,2,6,5,7,5,10,7,92,7,99,14,9,96,0,2,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Republican","HappyW"
